year,spp,biomass.g_perhec,bodymass_g,met.type,org.type,losses,efficiencies
2013,cisco,31075.472981740782,19.18671534404626,Ectothermic.vertebrate,animal,7.718336263766377,0.906
2013,lake.trout,33804.499843511934,687.274592804881,Ectothermic.vertebrate,animal,2.7341736591454775,0.906
2013,walleye,2664.006502464466,291.63909553234174,Ectothermic.vertebrate,animal,3.505811921471547,0.906
2013,chaoborus.larvae,17.44141866691573,1.051955287509996e-4,Invertebrate,animal,244.56318614763936,0.906
2013,leptodora,102.15019687486992,4.983908902950329e-5,Invertebrate,animal,303.72110232769245,0.906
2013,mysis,560.3286488255347,0.00101927355473963,Invertebrate,animal,126.58025777952992,0.906
2013,cladocera,34091.460122706005,4.442310290666667e-6,Invertebrate,animal,612.2992352059288,0.906
2013,copepoda,34479.210027465,4.306334084e-6,Invertebrate,animal,617.8443173489122,0.906
2013,rotifera,1696.659517476,6.882064833333335e-8,Invertebrate,animal,2050.3681872113507,0.906
2014,cisco,40676.62010149992,15.364532991955576,Ectothermic.vertebrate,animal,8.231960222846139,0.906
2014,lake.trout,0,0,Ectothermic.vertebrate,animal,0,0.906
2014,walleye,0,0,Ectothermic.vertebrate,animal,0,0.906
2014,chaoborus.larvae,13.02946537234891,1.0992237378247112e-4,Invertebrate,animal,241.4656323414752,0.906
2014,leptodora,512.116300457838,4.6509658594114166e-5,Invertebrate,animal,309.87231822111374,0.906
2014,mysis,1068.4574192233158,0.00102140470896372,Invertebrate,animal,126.5036094057426,0.906
2014,cladocera,8841.2745244845,3.995251218916666e-6,Invertebrate,animal,631.4260691679682,0.906
2014,copepoda,17801.482441218002,3.8018745576142856e-6,Invertebrate,animal,640.5764052925092,0.906
2014,rotifera,1008.743100225,7.899058076470589e-8,Invertebrate,animal,1970.032796197748,0.906
2015,cisco,27578.95917163225,23.088817398450736,Ectothermic.vertebrate,animal,7.314883084003109,0.906
2015,lake.trout,26238.499035298468,825.9440901188402,Ectothermic.vertebrate,animal,2.5922578027192986,0.906
2015,walleye,346.8385648485206,194.9624688952016,Ectothermic.vertebrate,animal,3.940107619879567,0.906
2015,bythotrephes,7.282585143362444,1.9223717932324977e-5,Invertebrate,animal,400.36624363559616,0.906
2015,chaoborus.larvae,3.1730925231873326,1.0992237378247112e-4,Invertebrate,animal,241.4656323414752,0.906
2015,leptodora,0.06511352203175982,4.6509658594114166e-5,Invertebrate,animal,309.87231822111374,0.906
2015,mysis,923.3498569032032,0.00102140470896372,Invertebrate,animal,126.5036094057426,0.906
2015,cladocera,5310.6649284465,5.3577310057499995e-6,Invertebrate,animal,579.9169900445721,0.906
2015,copepoda,16141.885706446501,3.16412498305e-6,Invertebrate,animal,675.6110475530027,0.906
2015,rotifera,1684.9838330114999,4.873627055441178e-8,Invertebrate,animal,2266.1733621560843,0.906
2016,cisco,81792.01738970066,33.43519053812231,Ectothermic.vertebrate,animal,6.570142304585487,0.906
2016,lake.trout,0,0,Ectothermic.vertebrate,animal,0,0.906
2016,walleye,0,0,Ectothermic.vertebrate,animal,0,0.906
2016,bythotrephes,34.6029033452476,1.7273813570910343e-5,Invertebrate,animal,412.97875340705536,0.906
2016,chaoborus.larvae,15.051958736633075,1.0833943428478704e-4,Invertebrate,animal,242.48349985784557,0.906
2016,leptodora,26.348730781211408,5.4973358608828305e-5,Invertebrate,animal,295.2066500741816,0.906
2016,mysis,829.4755467649758,0.00102395960838405,Invertebrate,animal,126.41199221772878,0.906
2016,cladocera,11631.4042281465,4.776186191033333e-6,Invertebrate,animal,599.5656355555493,0.906
2016,copepoda,25231.605509659505,3.2189293971875e-6,Invertebrate,animal,672.2548967417628,0.906
2016,rotifera,1908.7580093084998,6.084697485119048e-8,Invertebrate,animal,2124.9121889420358,0.906
2017,cisco,44109.1584320687,13.24947039107301,Ectothermic.vertebrate,animal,8.593227475920626,0.906
2017,lake.trout,11352.986448212643,1108.3150415783273,Ectothermic.vertebrate,animal,2.3803539669161107,0.906
2017,walleye,1326.764245698913,242.85560966081096,Ectothermic.vertebrate,animal,3.6969443943240274,0.906
2017,bythotrephes,138.9949493346634,2.1173622293739605e-5,Invertebrate,animal,389.30474606018356,0.906
2017,chaoborus.larvae,61.63871139077504,1.1693931206749202e-4,Invertebrate,animal,237.1710848553417,0.906
2017,leptodora,2.509622922328352,4.2440071967221286e-5,Invertebrate,animal,318.2110252052097,0.906
2017,mysis,515.8555829340046,0.00102426815064002,Invertebrate,animal,126.40094803195171,0.906
2017,cladocera,6045.576761616001,3.521207532583333e-6,Invertebrate,animal,654.9825424773259,0.906
2017,copepoda,30366.007627158,2.9635249043571428e-6,Invertebrate,animal,688.5663682899043,0.906
2017,rotifera,1726.5991009575002,4.78967121875e-8,Invertebrate,animal,2277.6219593560745,0.906
2018,cisco,23994.36604813546,17.16959291628256,Ectothermic.vertebrate,animal,7.971012301450527,0.906
2018,lake.trout,0,0,Ectothermic.vertebrate,animal,0,0.906
2018,walleye,1077.6857017231007,251.91130643538972,Ectothermic.vertebrate,animal,3.6579019279915044,0.906
2018,bythotrephes,104.06125021535546,1.858048594166462e-5,Invertebrate,animal,404.33724293009436,0.906
2018,chaoborus.larvae,13.47435876439467,7.5486603722099e-5,Invertebrate,animal,269.27003586302914,0.906
2018,leptodora,2.699828551113461,4.378100353156964e-5,Invertebrate,animal,315.3533425875807,0.906
2018,mysis,532.799789908095,0.00101906239701898,Invertebrate,animal,126.58786346250379,0.906
2018,cladocera,26479.186902945003,4.773636002e-6,Invertebrate,animal,599.6585055582366,0.906
2018,copepoda,36215.076971051996,3.225208782714286e-6,Invertebrate,animal,671.8750646204427,0.906
2018,rotifera,2479.225728945,8.028852625e-8,Invertebrate,animal,1960.743500851197,0.906
2019,cisco,19287.24973617617,24.86349130451448,Ectothermic.vertebrate,animal,7.159469882254262,0.906
2019,lake.trout,10134.94823355708,956.7686546817032,Ectothermic.vertebrate,animal,2.4840473312664804,0.906
2019,walleye,0,0,Ectothermic.vertebrate,animal,0,0.906
2019,bythotrephes,50.296885256868144,1.9014158268407885e-5,Invertebrate,animal,401.6409030239364,0.906
2019,chaoborus.larvae,2.5840531356259797,9.925940341713111e-5,Invertebrate,animal,248.7175972808976,0.906
2019,leptodora,16.929610863963724,3.1524320397176575e-5,Invertebrate,animal,346.8670387024486,0.906
2019,mysis,394.3220231103469,0.00101725519763611,Invertebrate,animal,126.65304018427413,0.906
2019,cladocera,28831.257968632,4.932872768865079e-6,Invertebrate,animal,593.9793134980906,0.906
2019,copepoda,31457.636416864003,3.079691816375e-6,Invertebrate,animal,680.9311313544597,0.906
2019,rotifera,1248.5932963980001,4.112234515359477e-8,Invertebrate,animal,2380.6070298386435,0.906
2020,cisco,35519.78867712595,47.70609089798327,Ectothermic.vertebrate,animal,5.926625261279042,0.906
2020,lake.trout,0,0,Ectothermic.vertebrate,animal,0,0.906
2020,walleye,1713.9926112320609,337.63217398396864,Ectothermic.vertebrate,animal,3.36004558642737,0.906
2020,bythotrephes,0,1.8797322105036253e-5,Invertebrate,animal,402.9790418917993,0.906
2020,chaoborus.larvae,14.605339755554525,1.053522944618023e-4,Invertebrate,animal,244.45759543838358,0.906
2020,leptodora,40.44520099658726,4.694560202343178e-5,Invertebrate,animal,309.03507250284025,0.906
2020,mysis,569.9614506392892,0.00102517198388264,Invertebrate,animal,126.36862025179659,0.906
2020,cladocera,24548.2526569665,5.024514515797619e-6,Invertebrate,animal,590.8170293258013,0.906
2020,copepoda,52352.7878320335,3.2815460957777777e-6,Invertebrate,animal,668.5094141487456,0.906
2020,rotifera,2462.944265565,7.629909656250001e-8,Invertebrate,animal,1989.9385728208424,0.906
2021,cisco,61270.47977470201,38.06138101764172,Ectothermic.vertebrate,animal,6.327808997283027,0.906
2021,lake.trout,0,0,Ectothermic.vertebrate,animal,0,0.906
2021,walleye,5576.402456881373,499.5381898388868,Ectothermic.vertebrate,animal,2.9992243758955053,0.906
2021,bythotrephes,0.02631625094705075,1.8797322105036253e-5,Invertebrate,animal,402.9790418917993,0.906
2021,chaoborus.larvae,3.4678643006795555,4.9635462318886775e-5,Invertebrate,animal,304.0819169781932,0.906
2021,leptodora,85.05920686792254,2.903474013264392e-5,Invertebrate,animal,355.24182424108324,0.906
2021,mysis,1299.585360044353,0.00102801742389797,Invertebrate,animal,126.26708580584082,0.906
2021,cladocera,14255.915751959,5.073578547392857e-6,Invertebrate,animal,589.1543960010905,0.906
2021,copepoda,39823.538958196004,3.2174754333809525e-6,Invertebrate,animal,672.342981480379,0.906
2021,rotifera,1460.795735504,5.380982744939271e-8,Invertebrate,animal,2202.0158026215745,0.906
2022,cisco,45054.49789064821,19.329324392632504,Ectothermic.vertebrate,animal,7.701778835300427,0.906
2022,lake.trout,10363.585717671014,1397.130205223644,Ectothermic.vertebrate,animal,2.2257438554947737,0.906
2022,walleye,1367.4477817967584,382.3861865235799,Ectothermic.vertebrate,animal,3.2409194878803245,0.906
2022,bythotrephes,106.52615632290173,2.2554128542401595e-5,Invertebrate,animal,382.2387747466655,0.906
2022,chaoborus.larvae,10.019606884104936,8.351992401310034e-5,Invertebrate,animal,261.48764207884057,0.906
2022,leptodora,52.859033676582655,3.268956937327314e-5,Invertebrate,animal,343.23504776002227,0.906
2022,mysis,500.4490253872422,0.00102537022002576,Invertebrate,animal,126.36153477320626,0.906
2022,cladocera,17089.212000784,3.915956209170635e-6,Invertebrate,animal,635.1076229676514,0.906
2022,copepoda,30122.328194959002,2.983561099402778e-6,Invertebrate,animal,687.2221734538394,0.906
2022,rotifera,5152.4493483960005,7.320313611547619e-8,Invertebrate,animal,2013.9871064732279,0.906
